,Item_Coffee,Item_Cookie,Item_Juice,Item_Salad,Item_Sandwich,Item_Smoothie,Item_Tea,Payment Method_Credit Card,Payment Method_Digital Wallet,Location_Takeaway,Quantity,Price Per Unit,Total Spent,Transaction Date,Day_of_week,Month
15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3,5.0,15.0,2023-11-15,2,11
16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,4.0,4.0,2023-06-10,5,6
17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.0,6.0,2023-02-24,4,2
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,3.0,15.0,2023-03-25,5,3
19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,3.0,12.0,2023-01-15,6,1
20,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,4.0,20.0,2023-04-04,1,4
21,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4,4.0,16.0,2023-03-30,3,3
22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3,4.0,12.0,2023-12-01,4,12
23,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2,4.0,8.0,2023-09-18,0,9
24,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,4.0,20.0,2023-06-03,5,6
25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3,4.0,6.0,2023-12-13,2,12
26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,1.0,5.0,2023-04-20,3,4
27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4,3.0,12.0,2023-04-10,0,4
28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,5,4.0,20.0,2023-03-11,5,3
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4,3.0,12.0,2023-02-06,0,2
30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5,2.0,10.0,2023-06-02,4,6
31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,1.0,6.0,2023-11-06,0,11
32,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4,4.0,16.0,2023-08-15,1,8
33,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,1.0,5.0,2023-02-06,0,2
34,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2,4.0,8.0,2023-10-09,0,10
35,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,4.0,4.0,2023-05-28,6,5
36,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,3.0,12.0,2023-07-17,0,7
37,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,5.0,10.0,2023-04-29,5,4
38,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4,4.0,16.0,2023-06-08,3,6
39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4,2.0,8.0,2023-06-29,3,6
40,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3,4.0,12.0,2023-04-17,0,4
41,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4,4.0,16.0,2023-12-22,4,12
42,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2,1.5,6.0,2023-01-10,1,1
43,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4,3.0,12.0,2023-10-02,0,10
44,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,1.0,2.0,2023-02-23,3,2
45,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,5.0,15.0,2023-03-22,2,3
46,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,3.0,12.0,2023-11-03,4,11
47,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5,3.0,15.0,2023-03-02,3,3
48,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,3.0,15.0,2023-06-26,0,6
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3,3.0,9.0,2023-05-02,1,5
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5,3.0,15.0,2023-09-05,1,9
51,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5,5.0,25.0,2023-01-08,6,1
52,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5,5.0,25.0,2023-03-15,2,3
53,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3,4.0,12.0,2023-11-25,5,11
54,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5,4.0,20.0,2023-12-05,1,12
55,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5,1.0,2.0,2023-03-19,6,3
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5,3.0,15.0,2023-06-27,1,6
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,3.0,3.0,2023-04-19,2,4
58,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4,4.0,16.0,2023-11-03,4,11
59,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,3.0,15.0,2023-10-07,5,10
60,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,5.0,5.0,2023-09-30,5,9
61,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3.0,3.0,2023-10-09,0,10
62,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,4.0,4.0,2023-05-27,5,5
63,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3,5.0,15.0,2023-11-18,5,11
64,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4,4.0,16.0,2023-06-01,3,6
65,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3,3.0,6.0,2023-10-20,4,10
66,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,3.0,6.0,2023-03-30,3,3
67,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,1.0,2023-10-03,1,10
68,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,3.0,10.0,2023-10-27,4,10
69,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,3.0,15.0,2023-04-06,3,4
70,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1.5,3.0,2023-03-22,2,3
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,3.0,6.0,2023-01-31,1,1
72,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,2023-12-08,4,12
73,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2,5.0,10.0,2023-06-19,0,6
74,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,4.0,8.0,2023-12-14,3,12
75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2.0,2.0,2023-07-16,6,7
76,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4,4.0,16.0,2023-02-22,2,2
77,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,5.0,5.0,2023-02-06,0,2
78,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5,1.5,7.5,2023-06-02,4,6
79,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3.0,12.0,2023-06-15,3,6
80,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2.0,4.0,2023-12-09,5,12
81,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,4.0,8.0,2023-04-18,1,4
82,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,1.0,2.0,2023-11-07,1,11
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3.0,9.0,2023-10-28,5,10
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4,3.0,12.0,2023-12-22,4,12
85,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3,3.0,4.5,2023-10-29,6,10
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5,3.0,15.0,2023-04-30,6,4
87,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5,1.0,5.0,2023-04-02,6,4
88,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,5.0,5.0,2023-05-24,2,5
89,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,1.0,5.0,2023-03-12,6,3
90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2,1.5,3.0,2023-08-16,2,8
91,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,3.0,15.0,2023-10-28,5,10
92,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5,3.0,15.0,2023-09-10,6,9
93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3,2.0,6.0,2023-03-07,1,3
94,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,3.0,6.0,2023-08-07,0,8
95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3,5.0,15.0,2023-08-20,6,8
96,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5.0,25.0,2023-06-10,5,6
97,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,2.0,8.0,2023-04-15,5,4
98,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,3.0,12.0,2023-05-27,5,5
99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2.0,8.0,2023-07-25,1,7
100,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,5.0,25.0,2023-10-30,0,10
101,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3,5.0,15.0,2023-10-28,5,10
102,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,3.0,6.0,2023-12-15,4,12
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4,3.0,12.0,2023-02-06,0,2
104,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,3.0,6.0,2023-02-06,0,2
105,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4,5.0,20.0,2023-02-25,5,2
106,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3,1.0,3.0,2023-04-03,0,4
107,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3,1.0,3.0,2023-10-08,6,10
108,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5,1.0,5.0,2023-12-28,3,12
109,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4,1.5,6.0,2023-08-30,2,8
110,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,4.0,4.0,2023-02-03,4,2
111,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,4.0,8.0,2023-09-12,1,9
112,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5,4.0,20.0,2023-04-27,3,4
113,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3,3.0,9.0,2023-05-04,3,5
114,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5,2.0,10.0,2023-02-21,1,2
115,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,5.0,10.0,2023-02-06,0,2
116,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,3.0,9.0,2023-03-16,3,3
117,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5,3.0,9.0,2023-01-10,1,1
118,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,3.0,15.0,2023-02-06,0,2
119,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2,5.0,10.0,2023-02-24,4,2
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,3.0,6.0,2023-06-02,4,6
121,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3,2.0,6.0,2023-03-29,2,3
122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,3.0,6.0,2023-06-18,6,6
123,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,2.0,10.0,2023-09-23,5,9
124,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3,3.0,9.0,2023-01-14,5,1
125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4,1.5,6.0,2023-09-14,3,9
126,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5,3.0,15.0,2023-09-16,5,9
127,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4,4.0,16.0,2023-12-28,3,12
128,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,3.0,6.0,2023-02-06,0,2
129,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,4.0,8.0,2023-03-11,5,3
130,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.5,1.5,2023-04-08,5,4
131,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1,1.5,1.5,2023-12-19,1,12
132,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4,3.0,12.0,2023-07-14,4,7
133,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3.0,15.0,2023-04-18,1,4
134,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,3.0,6.0,2023-06-08,3,6
135,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,5,1.5,7.5,2023-12-12,1,12
136,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2.0,10.0,2023-01-05,3,1
137,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3,5.0,15.0,2023-06-10,5,6
138,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5,4.0,20.0,2023-01-23,0,1
139,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,1.5,1.5,2023-02-20,0,2
140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3,3.0,9.0,2023-07-19,2,7
141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,3.0,15.0,2023-12-06,2,12
142,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,2.0,2.0,2023-02-06,0,2
143,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3.0,6.0,2023-05-31,2,5
144,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,5.0,10.0,2023-08-11,4,8
145,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5,1.5,7.5,2023-09-03,6,9
146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,3.0,6.0,2023-07-11,1,7
147,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3.0,20.0,2023-06-06,1,6
148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4,3.0,12.0,2023-01-18,2,1
149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,3.0,6.0,2023-03-23,3,3
150,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5,5.0,25.0,2023-06-10,5,6
151,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4,3.0,16.0,2023-01-04,2,1
152,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,2.0,2.0,2023-06-23,4,6
153,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3.0,12.0,2023-11-25,5,11
154,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,2.0,10.0,2023-08-03,3,8
155,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2,4.0,8.0,2023-07-12,2,7
156,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.0,6.0,2023-04-30,6,4
157,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5,5.0,25.0,2023-11-25,5,11
158,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,2.0,4.0,2023-03-07,1,3
159,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,3.0,6.0,2023-06-27,1,6
160,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3,4.0,12.0,2023-02-06,0,2
161,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,3.0,3.0,2023-11-02,3,11
162,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,3.0,1.0,2023-07-31,0,7
163,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,1.5,3.0,2023-09-19,1,9
164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5,3.0,15.0,2023-02-09,3,2
165,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,4.0,20.0,2023-09-04,0,9
166,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3,4.0,12.0,2023-05-21,6,5
167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3.0,9.0,2023-07-02,6,7
168,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,4.0,8.0,2023-07-10,0,7
169,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,1.0,4.0,2023-11-21,1,11
170,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4,4.0,16.0,2023-12-02,5,12
171,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2,1.5,6.0,2023-11-25,5,11
172,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,2.0,6.0,2023-04-17,0,4
173,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,1.0,3.0,2023-03-13,0,3
174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,3.0,9.0,2023-08-12,5,8
175,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5,1.0,5.0,2023-02-06,0,2
176,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,1.0,3.0,2023-02-16,3,2
177,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5,5.0,25.0,2023-09-23,5,9
178,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5,4.0,16.0,2023-04-11,1,4
179,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5,4.0,20.0,2023-03-13,0,3
180,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,4.0,4.0,2023-11-07,1,11
181,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3,4.0,12.0,2023-03-26,6,3
182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,3.0,6.0,2023-11-01,2,11
183,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5.0,5.0,2023-07-22,5,7
184,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,4.0,4.0,2023-11-03,4,11
185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3.0,9.0,2023-09-14,3,9
186,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2,3.0,8.0,2023-07-26,2,7
187,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5,4.0,20.0,2023-02-28,1,2
188,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,2.0,8.0,2023-01-27,4,1
189,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5,1.0,3.0,2023-12-06,2,12
190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,3.0,15.0,2023-01-19,3,1
191,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,4.0,4.0,2023-02-20,0,2
192,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3.0,12.0,2023-04-07,4,4
193,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,4.0,8.0,2023-03-20,0,3
194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.0,3.0,2023-02-16,3,2
195,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,1.0,4.0,2023-12-27,2,12
196,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,3.0,3.0,2023-10-26,3,10
197,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5,3.0,15.0,2023-02-18,5,2
198,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5,3.0,12.0,2023-04-11,1,4
199,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3,3.0,9.0,2023-05-15,0,5
200,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,2.0,4.0,2023-12-10,6,12
201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,3.0,6.0,2023-08-15,1,8
202,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,4.0,4.0,2023-04-21,4,4
203,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3,3.0,9.0,2023-10-28,5,10
204,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,2.0,6.0,2023-02-04,5,2
205,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,2023-04-15,5,4
206,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,4.0,4.0,2023-11-12,6,11
207,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5,1.5,7.5,2023-08-05,5,8
208,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3,4.0,12.0,2023-05-10,2,5
209,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,4.0,8.0,2023-02-06,0,2
210,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5,4.0,20.0,2023-07-15,5,7
211,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3,5.0,15.0,2023-11-15,2,11
212,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3,3.0,15.0,2023-01-11,2,1
213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,3.0,3.0,2023-10-01,6,10
214,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5.0,25.0,2023-05-04,3,5
215,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5.0,20.0,2023-04-26,2,4
216,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4,4.0,16.0,2023-08-25,4,8
217,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0,5.0,2023-05-28,6,5
